Date,Open,High,Low,Last,Close,Number of Shares,Number of Trades,Turnover,vwap
2024-06-05,285.10113,289.82926,285.10113,287.2946,287.2946,2898374,7937,833490652,287.5718
2024-06-04,293.43628,294.02121,282.12778,284.75993,284.75993,4229118,14270,1211169736,286.3882
2024-06-03,297.43326,303.37997,296.21467,296.21467,296.21467,3236268,11677,968570412,299.2862
2024-05-31,291.63277,297.67698,291.19408,295.2398,295.2398,9065148,9970,2676618575,295.2647
2024-05-30,288.46444,292.31518,287.6358,290.51167,290.51167,2540594,9478,737370440,290.2354
2024-05-29,295.67849,298.16441,292.5589,292.94885,292.94885,2549204,9356,750473290,294.3951
2024-05-28,297.43326,297.82321,293.63126,294.06995,294.06995,3169986,9492,935148783,295.0009
2024-05-27,292.46141,296.7021,291.73026,296.01969,296.01969,1738277,6499,513536554,295.4284
2024-05-24,298.31064,299.09054,293.87498,294.41116,294.41116,4026420,12576,1189831548,295.506
2024-05-23,296.84833,302.94128,296.45839,302.64882,302.64882,2996493,9463,902588514,301.2149
2024-05-22,295.581,297.87195,294.99608,296.45839,296.45839,2895226,9687,858206596,296.4213
2024-05-21,294.31367,298.21315,293.04634,298.11567,298.11567,3615639,11194,1070500130,296.0749
2024-05-20,0,0,0,0,291.29157,0,0,0,0
2024-05-17,0,0,0,0,291.29157,0,0,0,0
2024-05-16,292.46141,293.97246,288.07449,291.29157,291.29157,3586062,9798,1044140929,291.1664
2024-05-15,295.14231,297.82321,290.60916,291.19408,291.19408,3514303,10832,1029793474,293.0292
2024-05-14,296.82421,298.41279,296.58351,297.54629,297.54629,1775906,5924,528292619,297.4778
2024-05-13,294.89865,297.9314,294.75424,297.11304,297.11304,1913303,6719,567717902,296.7213
2024-05-10,298.7979,301.68623,298.46093,301.10857,301.10857,2726026,7685,820078224,300.8328
2024-05-09,0,0,0,0,293.35821,0,0,0,0
2024-05-08,293.8396,294.41726,289.36268,293.35821,293.35821,2099359,6849,614072268,292.5046
2024-05-07,293.50263,295.81329,292.58799,294.27285,294.27285,1732678,5599,509440099,294.0189
2024-05-06,288.68874,294.27285,288.30363,294.12843,294.12843,2260389,7922,661635336,292.7086
2024-05-03,286.37808,289.5071,285.80041,287.00388,287.00388,2818783,10110,809520034,287.1878
2024-05-02,283.05649,288.35177,279.49422,288.06294,288.06294,3307896,11686,942730870,284.9941
2024-04-30,287.87038,291.33638,286.95574,287.82224,287.82224,2844338,8421,820492059,288.465
2024-04-29,292.20288,292.20288,288.6406,288.97757,288.97757,3746071,9189,1083764675,289.307
2024-04-26,294.85051,295.66888,291.09568,292.34729,292.34729,3121679,10126,913166756,292.5242
2024-04-25,289.84407,300.24207,289.36268,293.64704,293.64704,4698738,14317,1386637694,295.1085
2024-04-24,284.98205,288.06294,284.59694,286.61877,286.61877,2192265,6374,628071636,286.4944
2024-04-23,286.37808,286.76319,282.67138,283.15277,283.15277,1914753,7528,544326223,284.2801
2024-04-22,286.71505,286.9076,284.21183,285.75227,285.75227,2404063,9788,689065836,286.6255
2024-04-19,289.79593,291.52893,280.98652,287.87038,287.87038,4484167,12410,1288575738,287.3612
2024-04-18,287.00388,289.5071,283.34533,289.21827,289.21827,2735104,8703,785150887,287.0643
2024-04-17,293.50263,296.4391,288.30363,290.51802,290.51802,3636716,12948,1057157086,290.69
2024-04-16,292.20288,294.17657,290.80685,291.72149,291.72149,2689311,8996,786369143,292.4054
2024-04-15,296.53537,297.59443,292.20288,293.06938,293.06938,3567917,12723,1048462056,293.8582
2024-04-12,296.05399,302.21576,295.18749,302.21576,302.21576,2067338,8174,619805988,299.8087
2024-04-11,291.72149,297.40187,291.62521,292.87682,292.87682,3239703,11711,954142294,294.5153
2024-04-10,286.71505,289.17013,286.32994,288.78502,288.78502,2156236,7728,621054642,288.0272
2024-04-09,287.72596,288.6406,284.88577,286.37808,286.37808,1872831,6483,536811008,286.6308
2024-04-08,288.06294,288.54432,284.16369,285.07833,285.07833,2442079,8611,697422486,285.5856
2024-04-05,288.20735,290.95127,288.20735,288.73688,288.73688,2192581,6309,634160901,289.2303
2024-04-04,287.87038,288.83316,286.71505,288.39991,288.39991,1954613,5013,563249914,288.1644
2024-04-03,287.91852,289.31455,285.70413,288.06294,288.06294,2981675,9113,857523306,287.5978
2024-04-02,281.61233,290.03663,281.61233,286.81132,286.81132,4372634,13434,1253304861,286.6246
2024-03-28,0,0,0,0,275.73939,0,0,0,0
2024-03-27,275.0173,276.02822,273.81383,275.73939,275.73939,1283779,3867,353534153,275.3853
2024-03-26,279.20539,280.26444,275.8838,275.8838,275.8838,1623487,4992,450367780,277.4076
2024-03-25,276.84658,281.70861,276.84658,280.16816,280.16816,2259508,5880,631795774,279.6165
2024-03-22,272.89919,277.18355,272.46594,276.1245,276.1245,1900120,5830,524068527,275.808
2024-03-21,274.3915,276.94286,272.94733,274.00639,274.00639,2785566,7774,764248118,274.36
2024-03-20,270.54039,275.93194,268.85553,272.17711,272.17711,3471010,10217,944640571,272.1514
2024-03-19,272.61036,274.63219,270.059,272.12897,272.12897,3365819,8486,916184295,272.2025
2024-03-18,268.5667,273.04361,268.13345,269.86645,269.86645,2804109,5990,758518681,270.5025
2024-03-15,267.65206,271.02178,267.12253,267.21881,267.21881,6839022,9618,1848353663,270.2658
2024-03-14,264.47489,266.44859,263.51212,265.7265,265.7265,3504834,6675,930297733,265.4327
2024-03-13,261.44215,264.81187,260.19054,264.71559,264.71559,3288306,6089,867248984,263.7373
2024-03-12,260.91262,262.5012,259.94984,260.19054,260.19054,2738632,5828,714282795,260.8173
2024-03-11,261.97167,263.65653,257.25407,258.36126,258.36126,3036171,8312,788544928,259.7168
2024-03-08,261.49028,264.28234,260.47937,260.91262,260.91262,2210081,5583,578630755,261.8142
2024-03-07,260.33495,261.10517,258.36126,259.51659,259.51659,2812530,7700,730494096,259.7284
2024-03-06,257.49476,265.58209,257.25407,262.93445,262.93445,3833581,11677,1009041224,263.2111
2024-03-05,252.48832,260.81634,252.3439,258.89079,258.89079,3629430,8161,931843659,256.7465
2024-03-04,254.79898,256.77268,252.53646,253.11412,253.11412,2571105,7115,653133868,254.0284
2024-03-01,251.7181,257.49476,251.7181,254.17318,254.17318,2224829,6737,567995833,255.2986
2024-02-29,253.69179,253.98062,250.32207,251.91065,251.91065,5061934,6600,1275525068,251.9837
2024-02-28,252.24762,256.48384,250.41835,254.55829,254.55829,2623871,7300,664710345,253.3319
2024-02-27,251.76624,254.02876,249.55185,252.53646,252.53646,2605008,7193,655820758,251.7538
2024-02-26,254.55829,254.55829,250.65904,253.2104,253.2104,2973450,8449,750659176,252.4539
2024-02-23,257.83173,259.37217,252.10321,255.52107,255.52107,2806706,7705,716029563,255.1138
2024-02-22,257.10965,259.66101,256.96523,257.35034,257.35034,2836844,6945,732027920,258.043
2024-02-21,253.2104,255.28037,251.62182,254.0769,254.0769,2315386,5456,587016743,253.5287
2024-02-20,257.73545,258.26498,253.40296,254.41387,254.41387,2852004,7425,730186310,256.0256
2024-02-19,257.5429,259.42031,256.96523,257.63918,257.63918,2126266,5551,549055830,258.2253
2024-02-16,255.13596,257.83173,253.69179,256.14687,256.14687,3414982,8961,879556360,257.5581
2024-02-15,251.28485,252.87343,247.1449,252.19948,252.19948,5196393,14074,1301329833,250.4294
2024-02-14,252.82529,256.00245,252.29576,254.17318,254.17318,3912467,9824,993968433,254.0516
2024-02-13,258.56379,261.19644,254.70884,255.22596,255.22596,4549803,13052,1171799044,257.5494
2024-02-12,259.26896,263.17092,257.99965,261.33747,261.33747,3171737,9172,828158119,261.1055
2024-02-09,260.6323,264.53426,258.28172,260.96138,260.96138,4222566,13080,1105821805,261.8838
2024-02-08,262.46575,263.92311,259.69206,261.99563,261.99563,6872604,21422,1799718340,261.8685
2024-02-07,276.33417,281.17636,267.59001,267.59001,267.59001,6878140,21383,1871559683,272.1026
2024-02-06,285.50143,290.43765,285.50143,290.10857,290.10857,3469332,9173,1001586710,288.6973
2024-02-05,282.63372,284.93729,281.12935,282.96281,282.96281,2219793,7729,629154679,283.4293
2024-02-02,283.95005,285.64247,280.94131,283.10384,283.10384,2149535,6368,607724730,282.7237
2024-02-01,285.68948,287.75799,283.95005,286.86477,286.86477,1987245,6426,569903166,286.7804
2024-01-31,283.95005,287.33488,282.91579,284.5612,284.5612,3616921,7882,1030019445,284.778
2024-01-30,282.1166,284.79626,281.3174,283.43292,283.43292,1834578,5858,519863257,283.3694
2024-01-29,285.83051,288.93328,282.86878,283.762,283.762,2249262,7928,640419758,284.7244
2024-01-26,280.98832,284.32614,280.56521,283.57396,283.57396,3231858,8677,912797085,282.4372
2024-01-25,281.03533,283.90304,279.34291,280.98832,280.98832,2103178,6871,591957955,281.4587
2024-01-24,279.24889,280.61223,276.89831,278.44969,278.44969,2526023,7224,703653796,278.5619
2024-01-23,278.30866,279.71901,274.54773,279.15487,279.15487,2110899,6148,586560973,277.8726
2024-01-22,277.36843,278.44969,273.09037,276.14612,276.14612,2240230,8160,618362970,276.0265
2024-01-19,282.96281,284.32614,279.38992,280.00107,280.00107,2202343,5768,621389349,282.1491
2024-01-18,283.47993,285.64247,280.70625,281.3174,281.3174,2936184,7047,828434581,282.1467
2024-01-17,285.12534,285.26637,281.45843,284.46718,284.46718,3231238,8490,917158422,283.8411
2024-01-16,287.61695,291.94202,285.87752,288.69822,288.69822,2909991,8134,842768892,289.6121
2024-01-15,295.23283,297.86548,287.75799,287.94603,287.94603,2678724,9967,777944979,290.4162
2024-01-12,294.2926,298.14755,293.54041,296.17306,296.17306,3101854,8358,918037785,295.9641
2024-01-11,293.8695,296.36111,291.80099,292.50616,292.50616,3135784,7506,920024083,293.3952
2024-01-10,297.06628,298.14755,293.54041,294.43364,294.43364,3985563,9152,1176823282,295.2715
2024-01-09,301.5794,304.49412,298.71169,298.71169,298.71169,3607216,7924,1084379138,300.6138
2024-01-08,306.75067,308.4901,298.99376,299.74595,299.74595,3994365,11009,1206929946,302.1581
2024-01-05,312.25103,317.51633,311.02873,313.80241,313.80241,2446815,6662,769007908,314.2893
2024-01-04,315.91794,317.70438,314.93069,314.93069,314.93069,3248728,8307,1026942595,316.106
2024-01-03,305.05826,309.61838,303.31883,309.61838,309.61838,2822606,7318,867776806,307.4381
